State,Month,Pollutant,API Level
Perlis,2024-01,Nitrogen Dioxide(NO2),28
Perlis,2024-01,Sulfur Dioxide(SO2),5
Perlis,2024-01,Volatie Organic Compounds(VOCs),43
Perlis,2024-01,Ground-level Ozone(O3),34
Perlis,2024-02,Particulate Matter(PM),27.5
Perlis,2024-02,Carbon  Monoxide(CO),0.68
Perlis,2024-02,Nitrogen Dioxide(NO2),18
Perlis,2024-02,Sulfur Dioxide(SO2),5
Perlis,2024-02,Volatie Organic Compounds(VOCs),44
Perlis,2024-02,Ground-level Ozone(O3),39
Perlis,2024-03,Particulate Matter(PM),23.6
Perlis,2024-03,Carbon  Monoxide(CO),0.7
Perlis,2024-03,Nitrogen Dioxide(NO2),21
Perlis,2024-03,Sulfur Dioxide(SO2),6
Perlis,2024-03,Volatie Organic Compounds(VOCs),48
Perlis,2024-03,Ground-level Ozone(O3),39
Perlis,2024-04,Particulate Matter(PM),29.3
Perlis,2024-04,Carbon  Monoxide(CO),0.82
Perlis,2024-04,Nitrogen Dioxide(NO2),21
Perlis,2024-04,Sulfur Dioxide(SO2),6
Perlis,2024-04,Volatie Organic Compounds(VOCs),44
Perlis,2024-04,Ground-level Ozone(O3),43
Perlis,2024-05,Particulate Matter(PM),28.7
Perlis,2024-05,Carbon  Monoxide(CO),0.81
Perlis,2024-05,Nitrogen Dioxide(NO2),23
Perlis,2024-05,Sulfur Dioxide(SO2),4
Perlis,2024-05,Volatie Organic Compounds(VOCs),41
Perlis,2024-05,Ground-level Ozone(O3),41
Perlis,2024-06,Particulate Matter(PM),31.5
Perlis,2024-06,Carbon  Monoxide(CO),0.84
Perlis,2024-06,Nitrogen Dioxide(NO2),22
Perlis,2024-06,Sulfur Dioxide(SO2),6
Perlis,2024-06,Volatie Organic Compounds(VOCs),40
Perlis,2024-06,Ground-level Ozone(O3),40
Perlis,2024-07,Particulate Matter(PM),32.7
Perlis,2024-07,Carbon  Monoxide(CO),0.82
Perlis,2024-07,Nitrogen Dioxide(NO2),23
Perlis,2024-07,Sulfur Dioxide(SO2),5
Perlis,2024-07,Volatie Organic Compounds(VOCs),46
Perlis,2024-07,Ground-level Ozone(O3),38
Perlis,2024-08,Particulate Matter(PM),30.7
Perlis,2024-08,Carbon  Monoxide(CO),0.97
Perlis,2024-08,Nitrogen Dioxide(NO2),26
Perlis,2024-08,Sulfur Dioxide(SO2),5
Perlis,2024-08,Volatie Organic Compounds(VOCs),47
Perlis,2024-08,Ground-level Ozone(O3),37
Perlis,2024-09,Particulate Matter(PM),31.6
Perlis,2024-09,Carbon  Monoxide(CO),1
Perlis,2024-09,Nitrogen Dioxide(NO2),27
Perlis,2024-09,Sulfur Dioxide(SO2),5
Perlis,2024-09,Volatie Organic Compounds(VOCs),41
Perlis,2024-09,Ground-level Ozone(O3),37
Perlis,2024-10,Particulate Matter(PM),24.5
Perlis,2024-10,Carbon  Monoxide(CO),0.74
Perlis,2024-10,Nitrogen Dioxide(NO2),20
Perlis,2024-10,Sulfur Dioxide(SO2),6
Perlis,2024-10,Volatie Organic Compounds(VOCs),40
Perlis,2024-10,Ground-level Ozone(O3),34
Perlis,2024-11,Particulate Matter(PM),25.9
Perlis,2024-11,Carbon  Monoxide(CO),0.82
Perlis,2024-11,Nitrogen Dioxide(NO2),23
Perlis,2024-11,Sulfur Dioxide(SO2),6
Perlis,2024-11,Volatie Organic Compounds(VOCs),42
Perlis,2024-11,Ground-level Ozone(O3),42
Perlis,2024-12,Particulate Matter(PM),25.4
Perlis,2024-12,Carbon  Monoxide(CO),0.67
Perlis,2024-12,Nitrogen Dioxide(NO2),20
Perlis,2024-12,Sulfur Dioxide(SO2),5
Perlis,2024-12,Volatie Organic Compounds(VOCs),39
Perlis,2024-12,Ground-level Ozone(O3),33
Penang,2024-01,Particulate Matter(PM),28.3
Penang,2024-01,Carbon  Monoxide(CO),0.61
Penang,2024-01,Nitrogen Dioxide(NO2),28
Penang,2024-01,Sulfur Dioxide(SO2),5
Penang,2024-01,Volatie Organic Compounds(VOCs),35
Penang,2024-01,Ground-level Ozone(O3),34
Penang,2024-02,Particulate Matter(PM),27.8
Penang,2024-02,Carbon  Monoxide(CO),0.65
Penang,2024-02,Nitrogen Dioxide(NO2),25
Penang,2024-02,Sulfur Dioxide(SO2),5
Penang,2024-02,Volatie Organic Compounds(VOCs),38
Penang,2024-02,Ground-level Ozone(O3),37
Penang,2024-03,Particulate Matter(PM),31.4
Penang,2024-03,Carbon  Monoxide(CO),0.53
Penang,2024-03,Nitrogen Dioxide(NO2),23
Penang,2024-03,Sulfur Dioxide(SO2),5
Penang,2024-03,Volatie Organic Compounds(VOCs),47
Penang,2024-03,Ground-level Ozone(O3),43
Penang,2024-04,Particulate Matter(PM),31.8
Penang,2024-04,Carbon  Monoxide(CO),0.64
Penang,2024-04,Nitrogen Dioxide(NO2),30
Penang,2024-04,Sulfur Dioxide(SO2),6
Penang,2024-04,Volatie Organic Compounds(VOCs),50
Penang,2024-04,Ground-level Ozone(O3),43
Penang,2024-05,Particulate Matter(PM),29.8
Penang,2024-05,Carbon  Monoxide(CO),0.57
Penang,2024-05,Nitrogen Dioxide(NO2),26
Penang,2024-05,Sulfur Dioxide(SO2),5
Penang,2024-05,Volatie Organic Compounds(VOCs),47
Penang,2024-05,Ground-level Ozone(O3),43
Penang,2024-06,Particulate Matter(PM),30.5
Penang,2024-06,Carbon  Monoxide(CO),0.61
Penang,2024-06,Nitrogen Dioxide(NO2),24
Penang,2024-06,Sulfur Dioxide(SO2),5
Penang,2024-06,Volatie Organic Compounds(VOCs),40
Penang,2024-06,Ground-level Ozone(O3),39
Penang,2024-07,Particulate Matter(PM),34.7
Penang,2024-07,Carbon  Monoxide(CO),0.68
Penang,2024-07,Nitrogen Dioxide(NO2),31
Penang,2024-07,Sulfur Dioxide(SO2),3
Penang,2024-07,Volatie Organic Compounds(VOCs),41
Penang,2024-07,Ground-level Ozone(O3),38
Penang,2024-08,Particulate Matter(PM),35
Penang,2024-08,Carbon  Monoxide(CO),0.66
Penang,2024-08,Nitrogen Dioxide(NO2),32
Penang,2024-08,Sulfur Dioxide(SO2),3
Penang,2024-08,Volatie Organic Compounds(VOCs),39
Penang,2024-08,Ground-level Ozone(O3),38
Penang,2024-09,Particulate Matter(PM),33
Penang,2024-09,Carbon  Monoxide(CO),0.57
Penang,2024-09,Nitrogen Dioxide(NO2),30
Penang,2024-09,Sulfur Dioxide(SO2),6
Penang,2024-09,Volatie Organic Compounds(VOCs),32
Penang,2024-09,Ground-level Ozone(O3),33
Penang,2024-10,Particulate Matter(PM),32
Penang,2024-10,Carbon  Monoxide(CO),0.6
Penang,2024-10,Nitrogen Dioxide(NO2),25
Penang,2024-10,Sulfur Dioxide(SO2),5
Penang,2024-10,Volatie Organic Compounds(VOCs),40
Penang,2024-10,Ground-level Ozone(O3),34
Penang,2024-11,Particulate Matter(PM),27
Penang,2024-11,Carbon  Monoxide(CO),0.49
Penang,2024-11,Nitrogen Dioxide(NO2),26
Penang,2024-11,Sulfur Dioxide(SO2),5
Penang,2024-11,Volatie Organic Compounds(VOCs),39
Penang,2024-11,Ground-level Ozone(O3),42
Penang,2024-12,Particulate Matter(PM),30.5
Penang,2024-12,Carbon  Monoxide(CO),0.64
Penang,2024-12,Nitrogen Dioxide(NO2),25
Penang,2024-12,Sulfur Dioxide(SO2),6
Penang,2024-12,Volatie Organic Compounds(VOCs),39
Penang,2024-12,Ground-level Ozone(O3),38
Selangor,2024-01,Particulate Matter(PM),23.3
Selangor,2024-01,Carbon  Monoxide(CO),0.77
Selangor,2024-01,Nitrogen Dioxide(NO2),26
Selangor,2024-01,Sulfur Dioxide(SO2),7
Selangor,2024-01,Volatie Organic Compounds(VOCs),40
Selangor,2024-01,Ground-level Ozone(O3),39
Selangor,2024-02,Particulate Matter(PM),21.7
Selangor,2024-02,Carbon  Monoxide(CO),0.81
Selangor,2024-02,Nitrogen Dioxide(NO2),25
Selangor,2024-02,Sulfur Dioxide(SO2),6
Selangor,2024-02,Volatie Organic Compounds(VOCs),41
Selangor,2024-02,Ground-level Ozone(O3),35
Selangor,2024-03,Particulate Matter(PM),21.3
Selangor,2024-03,Carbon  Monoxide(CO),0.81
Selangor,2024-03,Nitrogen Dioxide(NO2),28
Selangor,2024-03,Sulfur Dioxide(SO2),6
Selangor,2024-03,Volatie Organic Compounds(VOCs),47
Selangor,2024-03,Ground-level Ozone(O3),42
Selangor,2024-04,Particulate Matter(PM),31
Selangor,2024-04,Carbon  Monoxide(CO),0.85
Selangor,2024-04,Nitrogen Dioxide(NO2),28
Selangor,2024-04,Sulfur Dioxide(SO2),7
Selangor,2024-04,Volatie Organic Compounds(VOCs),46
Selangor,2024-04,Ground-level Ozone(O3),40
Selangor,2024-05,Particulate Matter(PM),20.8
Selangor,2024-05,Carbon  Monoxide(CO),0.7
Selangor,2024-05,Nitrogen Dioxide(NO2),29
Selangor,2024-05,Sulfur Dioxide(SO2),6
Selangor,2024-05,Volatie Organic Compounds(VOCs),46
Selangor,2024-05,Ground-level Ozone(O3),41
Selangor,2024-06,Particulate Matter(PM),29.5
Selangor,2024-06,Carbon  Monoxide(CO),0.85
Selangor,2024-06,Nitrogen Dioxide(NO2),28
Selangor,2024-06,Sulfur Dioxide(SO2),6
Selangor,2024-06,Volatie Organic Compounds(VOCs),44
Selangor,2024-06,Ground-level Ozone(O3),40
Selangor,2024-07,Particulate Matter(PM),31.3
Selangor,2024-07,Carbon  Monoxide(CO),0.93
Selangor,2024-07,Nitrogen Dioxide(NO2),33
Selangor,2024-07,Sulfur Dioxide(SO2),5
Selangor,2024-07,Volatie Organic Compounds(VOCs),51
Selangor,2024-07,Ground-level Ozone(O3),40
Selangor,2024-08,Particulate Matter(PM),27
Selangor,2024-08,Carbon  Monoxide(CO),0.89
Selangor,2024-08,Nitrogen Dioxide(NO2),30
Selangor,2024-08,Sulfur Dioxide(SO2),7
Selangor,2024-08,Volatie Organic Compounds(VOCs),50
Selangor,2024-08,Ground-level Ozone(O3),36
Selangor,2024-09,Particulate Matter(PM),29.7
Selangor,2024-09,Carbon  Monoxide(CO),0.95
Selangor,2024-09,Nitrogen Dioxide(NO2),30
Selangor,2024-09,Sulfur Dioxide(SO2),5
Selangor,2024-09,Volatie Organic Compounds(VOCs),47
Selangor,2024-09,Ground-level Ozone(O3),36
Selangor,2024-10,Particulate Matter(PM),24.1
Selangor,2024-10,Carbon  Monoxide(CO),0.83
Selangor,2024-10,Nitrogen Dioxide(NO2),24
Selangor,2024-10,Sulfur Dioxide(SO2),7
Selangor,2024-10,Volatie Organic Compounds(VOCs),46
Selangor,2024-10,Ground-level Ozone(O3),42
Selangor,2024-11,Particulate Matter(PM),27.5
Selangor,2024-11,Carbon  Monoxide(CO),0.76
Selangor,2024-11,Nitrogen Dioxide(NO2),30
Selangor,2024-11,Sulfur Dioxide(SO2),7
Selangor,2024-11,Volatie Organic Compounds(VOCs),42
Selangor,2024-11,Ground-level Ozone(O3),38
Selangor,2024-12,Particulate Matter(PM),26.9
Selangor,2024-12,Carbon  Monoxide(CO),0.82
Selangor,2024-12,Nitrogen Dioxide(NO2),24
Selangor,2024-12,Sulfur Dioxide(SO2),6
Selangor,2024-12,Volatie Organic Compounds(VOCs),42
Selangor,2024-12,Ground-level Ozone(O3),38
Terengganu,2024-01,Particulate Matter(PM),22.3
Terengganu,2024-01,Carbon  Monoxide(CO),0.67
Terengganu,2024-01,Nitrogen Dioxide(NO2),15
Terengganu,2024-01,Sulfur Dioxide(SO2),5
Terengganu,2024-01,Volatie Organic Compounds(VOCs),46
Terengganu,2024-01,Ground-level Ozone(O3),38
Terengganu,2024-02,Particulate Matter(PM),25.8
Terengganu,2024-02,Carbon  Monoxide(CO),0.7
Terengganu,2024-02,Nitrogen Dioxide(NO2),20
Terengganu,2024-02,Sulfur Dioxide(SO2),7
Terengganu,2024-02,Volatie Organic Compounds(VOCs),48
Terengganu,2024-02,Ground-level Ozone(O3),36
Terengganu,2024-03,Particulate Matter(PM),27
Terengganu,2024-03,Carbon  Monoxide(CO),0.72
Terengganu,2024-03,Nitrogen Dioxide(NO2),21
Terengganu,2024-03,Sulfur Dioxide(SO2),4
Terengganu,2024-03,Volatie Organic Compounds(VOCs),49
Terengganu,2024-03,Ground-level Ozone(O3),35
Terengganu,2024-04,Particulate Matter(PM),26.7
Terengganu,2024-04,Carbon  Monoxide(CO),0.7
Terengganu,2024-04,Nitrogen Dioxide(NO2),22
Terengganu,2024-04,Sulfur Dioxide(SO2),2
Terengganu,2024-04,Volatie Organic Compounds(VOCs),56
Terengganu,2024-04,Ground-level Ozone(O3),38
Terengganu,2024-05,Particulate Matter(PM),22.1
Terengganu,2024-05,Carbon  Monoxide(CO),0.68
Terengganu,2024-05,Nitrogen Dioxide(NO2),20
Terengganu,2024-05,Sulfur Dioxide(SO2),4
Terengganu,2024-05,Volatie Organic Compounds(VOCs),53
Terengganu,2024-05,Ground-level Ozone(O3),37
Terengganu,2024-06,Particulate Matter(PM),29.2
Terengganu,2024-06,Carbon  Monoxide(CO),0.8
Terengganu,2024-06,Nitrogen Dioxide(NO2),27
Terengganu,2024-06,Sulfur Dioxide(SO2),5
Terengganu,2024-06,Volatie Organic Compounds(VOCs),48
Terengganu,2024-06,Ground-level Ozone(O3),38
Terengganu,2024-07,Particulate Matter(PM),32.7
Terengganu,2024-07,Carbon  Monoxide(CO),0.97
Terengganu,2024-07,Nitrogen Dioxide(NO2),21
Terengganu,2024-07,Sulfur Dioxide(SO2),7
Terengganu,2024-07,Volatie Organic Compounds(VOCs),45
Terengganu,2024-07,Ground-level Ozone(O3),36
Terengganu,2024-08,Particulate Matter(PM),34.8
Terengganu,2024-08,Carbon  Monoxide(CO),0.96
Terengganu,2024-08,Nitrogen Dioxide(NO2),24
Terengganu,2024-08,Sulfur Dioxide(SO2),6
Terengganu,2024-08,Volatie Organic Compounds(VOCs),46
Terengganu,2024-08,Ground-level Ozone(O3),33
Terengganu,2024-09,Particulate Matter(PM),33.9
Terengganu,2024-09,Carbon  Monoxide(CO),0.9
Terengganu,2024-09,Nitrogen Dioxide(NO2),24
Terengganu,2024-09,Sulfur Dioxide(SO2),6
Terengganu,2024-09,Volatie Organic Compounds(VOCs),47
Terengganu,2024-09,Ground-level Ozone(O3),33
Terengganu,2024-10,Particulate Matter(PM),26.6
Terengganu,2024-10,Carbon  Monoxide(CO),0.7
Terengganu,2024-10,Nitrogen Dioxide(NO2),25
Terengganu,2024-10,Sulfur Dioxide(SO2),4
Terengganu,2024-10,Volatie Organic Compounds(VOCs),40
Terengganu,2024-10,Ground-level Ozone(O3),27
Terengganu,2024-11,Particulate Matter(PM),25.7
Terengganu,2024-11,Carbon  Monoxide(CO),0.65
Terengganu,2024-11,Nitrogen Dioxide(NO2),23
Terengganu,2024-11,Sulfur Dioxide(SO2),6
Terengganu,2024-11,Volatie Organic Compounds(VOCs),38
Terengganu,2024-11,Ground-level Ozone(O3),31
Terengganu,2024-12,Particulate Matter(PM),23.5
Terengganu,2024-12,Carbon  Monoxide(CO),0.62
Terengganu,2024-12,Nitrogen Dioxide(NO2),23
Terengganu,2024-12,Sulfur Dioxide(SO2),7
Terengganu,2024-12,Volatie Organic Compounds(VOCs),49
Terengganu,2024-12,Ground-level Ozone(O3),35
Sabah,2024-01,Particulate Matter(PM),18.7
Sabah,2024-01,Carbon  Monoxide(CO),0.57
Sabah,2024-01,Nitrogen Dioxide(NO2),7
Sabah,2024-01,Sulfur Dioxide(SO2),2
Sabah,2024-01,Volatie Organic Compounds(VOCs),31
Sabah,2024-01,Ground-level Ozone(O3),30
Sabah,2024-02,Particulate Matter(PM),23.9
Sabah,2024-02,Carbon  Monoxide(CO),0.66
Sabah,2024-02,Nitrogen Dioxide(NO2),10
Sabah,2024-02,Sulfur Dioxide(SO2),1
Sabah,2024-02,Volatie Organic Compounds(VOCs),31
Sabah,2024-02,Ground-level Ozone(O3),29
Sabah,2024-03,Particulate Matter(PM),18.7
Sabah,2024-03,Carbon  Monoxide(CO),0.6
Sabah,2024-03,Nitrogen Dioxide(NO2),7
Sabah,2024-03,Sulfur Dioxide(SO2),3
Sabah,2024-03,Volatie Organic Compounds(VOCs),36
Sabah,2024-03,Ground-level Ozone(O3),36
Sabah,2024-04,Particulate Matter(PM),22
Sabah,2024-04,Carbon  Monoxide(CO),0.63
Sabah,2024-04,Nitrogen Dioxide(NO2),14
Sabah,2024-04,Sulfur Dioxide(SO2),3
Sabah,2024-04,Volatie Organic Compounds(VOCs),33
Sabah,2024-04,Ground-level Ozone(O3),33
Sabah,2024-05,Particulate Matter(PM),19.2
Sabah,2024-05,Carbon  Monoxide(CO),0.59
Sabah,2024-05,Nitrogen Dioxide(NO2),10
Sabah,2024-05,Sulfur Dioxide(SO2),3
Sabah,2024-05,Volatie Organic Compounds(VOCs),35
Sabah,2024-05,Ground-level Ozone(O3),37
Sabah,2024-06,Particulate Matter(PM),26.3
Sabah,2024-06,Carbon  Monoxide(CO),0.59
Sabah,2024-06,Nitrogen Dioxide(NO2),12
Sabah,2024-06,Sulfur Dioxide(SO2),2
Sabah,2024-06,Volatie Organic Compounds(VOCs),31
Sabah,2024-06,Ground-level Ozone(O3),32
Sabah,2024-07,Particulate Matter(PM),26.2
Sabah,2024-07,Carbon  Monoxide(CO),0.83
Sabah,2024-07,Nitrogen Dioxide(NO2),11
Sabah,2024-07,Sulfur Dioxide(SO2),1
Sabah,2024-07,Volatie Organic Compounds(VOCs),32
Sabah,2024-07,Ground-level Ozone(O3),37
Sabah,2024-08,Particulate Matter(PM),22.3
Sabah,2024-08,Carbon  Monoxide(CO),0.63
Sabah,2024-08,Nitrogen Dioxide(NO2),14
Sabah,2024-08,Sulfur Dioxide(SO2),3
Sabah,2024-08,Volatie Organic Compounds(VOCs),33
Sabah,2024-08,Ground-level Ozone(O3),30
Sabah,2024-09,Particulate Matter(PM),24.4
Sabah,2024-09,Carbon  Monoxide(CO),0.69
Sabah,2024-09,Nitrogen Dioxide(NO2),11
Sabah,2024-09,Sulfur Dioxide(SO2),1
Sabah,2024-09,Volatie Organic Compounds(VOCs),30
Sabah,2024-09,Ground-level Ozone(O3),27
Sabah,2024-10,Particulate Matter(PM),25.4
Sabah,2024-10,Carbon  Monoxide(CO),0.7
Sabah,2024-10,Nitrogen Dioxide(NO2),13
Sabah,2024-10,Sulfur Dioxide(SO2),4
Sabah,2024-10,Volatie Organic Compounds(VOCs),28
Sabah,2024-10,Ground-level Ozone(O3),27
Sabah,2024-11,Particulate Matter(PM),25.8
Sabah,2024-11,Carbon  Monoxide(CO),0.69
Sabah,2024-11,Nitrogen Dioxide(NO2),10
Sabah,2024-11,Sulfur Dioxide(SO2),2
Sabah,2024-11,Volatie Organic Compounds(VOCs),34
Sabah,2024-11,Ground-level Ozone(O3),31
Sabah,2024-12,Particulate Matter(PM),20
Sabah,2024-12,Carbon  Monoxide(CO),0.64
Sabah,2024-12,Nitrogen Dioxide(NO2),15
Sabah,2024-12,Sulfur Dioxide(SO2),2
Sabah,2024-12,Volatie Organic Compounds(VOCs),34
Sabah,2024-12,Ground-level Ozone(O3),27
Sarawak,2024-01,Particulate Matter(PM),24.7
Sarawak,2024-01,Carbon  Monoxide(CO),0.49
Sarawak,2024-01,Nitrogen Dioxide(NO2),16
Sarawak,2024-01,Sulfur Dioxide(SO2),4
Sarawak,2024-01,Volatie Organic Compounds(VOCs),43
Sarawak,2024-01,Ground-level Ozone(O3),35
Sarawak,2024-02,Particulate Matter(PM),21.1
Sarawak,2024-02,Carbon  Monoxide(CO),0.35
Sarawak,2024-02,Nitrogen Dioxide(NO2),12
Sarawak,2024-02,Sulfur Dioxide(SO2),4
Sarawak,2024-02,Volatie Organic Compounds(VOCs),38
Sarawak,2024-02,Ground-level Ozone(O3),28
Sarawak,2024-03,Particulate Matter(PM),25
Sarawak,2024-03,Carbon  Monoxide(CO),0.46
Sarawak,2024-03,Nitrogen Dioxide(NO2),16
Sarawak,2024-03,Sulfur Dioxide(SO2),4
Sarawak,2024-03,Volatie Organic Compounds(VOCs),48
Sarawak,2024-03,Ground-level Ozone(O3),42
Sarawak,2024-04,Particulate Matter(PM),24.9
Sarawak,2024-04,Carbon  Monoxide(CO),0.53
Sarawak,2024-04,Nitrogen Dioxide(NO2),17
Sarawak,2024-04,Sulfur Dioxide(SO2),3
Sarawak,2024-04,Volatie Organic Compounds(VOCs),50
Sarawak,2024-04,Ground-level Ozone(O3),37
Sarawak,2024-05,Particulate Matter(PM),26.2
Sarawak,2024-05,Carbon  Monoxide(CO),0.5
Sarawak,2024-05,Nitrogen Dioxide(NO2),23
Sarawak,2024-05,Sulfur Dioxide(SO2),3
Sarawak,2024-05,Volatie Organic Compounds(VOCs),46
Sarawak,2024-05,Ground-level Ozone(O3),39
Sarawak,2024-06,Particulate Matter(PM),25.6
Sarawak,2024-06,Carbon  Monoxide(CO),0.49
Sarawak,2024-06,Nitrogen Dioxide(NO2),17
Sarawak,2024-06,Sulfur Dioxide(SO2),4
Sarawak,2024-06,Volatie Organic Compounds(VOCs),39
Sarawak,2024-06,Ground-level Ozone(O3),33
Sarawak,2024-07,Particulate Matter(PM),31.3
Sarawak,2024-07,Carbon  Monoxide(CO),0.53
Sarawak,2024-07,Nitrogen Dioxide(NO2),20
Sarawak,2024-07,Sulfur Dioxide(SO2),2
Sarawak,2024-07,Volatie Organic Compounds(VOCs),39
Sarawak,2024-07,Ground-level Ozone(O3),34
Sarawak,2024-08,Particulate Matter(PM),32.3
Sarawak,2024-08,Carbon  Monoxide(CO),0.58
Sarawak,2024-08,Nitrogen Dioxide(NO2),17
Sarawak,2024-08,Sulfur Dioxide(SO2),3
Sarawak,2024-08,Volatie Organic Compounds(VOCs),40
Sarawak,2024-08,Ground-level Ozone(O3),33
Sarawak,2024-09,Particulate Matter(PM),30.3
Sarawak,2024-09,Carbon  Monoxide(CO),0.66
Sarawak,2024-09,Nitrogen Dioxide(NO2),20
Sarawak,2024-09,Sulfur Dioxide(SO2),6
Sarawak,2024-09,Volatie Organic Compounds(VOCs),41
Sarawak,2024-09,Ground-level Ozone(O3),34
Sarawak,2024-10,Particulate Matter(PM),24.7
Sarawak,2024-10,Carbon  Monoxide(CO),0.41
Sarawak,2024-10,Nitrogen Dioxide(NO2),19
Sarawak,2024-10,Sulfur Dioxide(SO2),4
Sarawak,2024-10,Volatie Organic Compounds(VOCs),38
Sarawak,2024-10,Ground-level Ozone(O3),26
Sarawak,2024-11,Particulate Matter(PM),23.7
Sarawak,2024-11,Carbon  Monoxide(CO),0.38
Sarawak,2024-11,Nitrogen Dioxide(NO2),14
Sarawak,2024-11,Sulfur Dioxide(SO2),3
Sarawak,2024-11,Volatie Organic Compounds(VOCs),38
Sarawak,2024-11,Ground-level Ozone(O3),39
Sarawak,2024-12,Particulate Matter(PM),22
Sarawak,2024-12,Carbon  Monoxide(CO),0.38
Sarawak,2024-12,Nitrogen Dioxide(NO2),16
Sarawak,2024-12,Sulfur Dioxide(SO2),5
Sarawak,2024-12,Volatie Organic Compounds(VOCs),38
Sarawak,2024-12,Ground-level Ozone(O3),30

